,Accuracy,Precision,Recall,F1 Score,Balanced Accuracy,AUC,Mutual Information,Normalized MI,Randomized Dependence Coefficient,Pearson Correlation,Statistical Parity Abs Diff,Disparate Impact,Disparate Impact Obj,Equal Opportunity Abs Diff,Predictive Equality Abs Diff,Average Odds Abs Diff,Average Odds Error,Preprocessor,Model
0,0.6696356275303643,0.6469387755102041,0.5742753623188406,0.6084452975047985,0.6604905362106648,0.717265314999894,0.009890367865323296,0.015031708299655354,0.6348319931429102,0.1393450164714405,0.1434130120649733,1.4735964584471213,0.4735964584471213,0.17952384821646217,0.052869630638053944,0.11619673942725806,0.11619673942725806,OriginalData,"('LogisticRegression', 'OriginalData')"
1,0.6736842105263158,0.6463654223968566,0.5960144927536232,0.6201696512723845,0.6662356504763723,0.7199495512126808,0.012680420643429557,0.019185325740468988,0.6170100742150962,0.15771706714962447,0.16331528520111188,1.5351716268897975,0.5351716268897975,0.20078004387746812,0.06985992190018986,0.135319982888829,0.135319982888829,DisparateImpactRemover,"('LogisticRegression', 'DisparateImpactRemover')"
2,0.6234817813765182,0.5522208883553421,0.8333333333333334,0.664259927797834,0.6436066373840899,0.69425568145649,0.00021285311793486916,0.00033383284552853423,0.46024696530654874,0.02059668306710642,0.020302697934620584,0.9704814016377189,0.0295185983622811,0.03438693426505235,0.07341561279690467,0.05390127353097851,0.05390127353097851,LFR,"('LogisticRegression', 'LFR')"
3,0.6550607287449393,0.6275303643724697,0.5615942028985508,0.592734225621415,0.6460972478621597,0.7078784454771152,0.001864234371497464,0.0028304533503515647,0.6819391445375944,0.06119669759414659,0.06306980738986867,0.8570865002761486,0.14291349972385137,0.04442999918745427,0.1406513094257156,0.09254065430658494,0.09254065430658494,MetricOptimizer,"('LogisticRegression', 'MetricOptimizer')"
4,0.6696356275303643,0.6469387755102041,0.5742753623188406,0.6084452975047985,0.6604905362106648,0.717265314999894,0.009890367865323296,0.015031708299655354,0.6347274412190926,0.1393450164714405,0.1434130120649733,1.4735964584471213,0.4735964584471213,0.17952384821646217,0.052869630638053944,0.11619673942725806,0.11619673942725806,Reweighing,"('LogisticRegression', 'Reweighing')"
5,0.6566801619433198,0.6338912133891214,0.5489130434782609,0.5883495145631068,0.6463452479470367,0.7064222738557516,0.01149593595920348,0.017528766584515843,0.6033638534169157,0.14996524689727544,0.15366446723190397,1.5365660904982876,0.5365660904982876,0.21602340131632403,0.05160677820370435,0.1338150897600142,0.1338150897600142,OriginalData,"('DecisionTreeClassifier', 'OriginalData')"
6,0.654251012145749,0.6272912423625254,0.5579710144927537,0.5906040268456376,0.6450177180809302,0.7049647760307255,0.013318512239705899,0.020236719472938397,0.5953375593146873,0.16138109356010014,0.16615017670920457,1.5754469534806597,0.5754469534806597,0.21067685057284474,0.07714147529824811,0.14390916293554643,0.14390916293554643,DisparateImpactRemover,"('DecisionTreeClassifier', 'DisparateImpactRemover')"
7,0.5157894736842106,0.4774509803921569,0.8822463768115942,0.6195928753180662,0.5509328516561631,0.5509328516561631,0.0008614660584949363,0.0015570044711076111,0.557077081308401,0.0411581818884075,0.03283193184653865,0.9612565014774918,0.038743498522508246,0.02019988624360114,0.06433382294987999,0.042266854596740566,0.042266854596740566,LFR,"('DecisionTreeClassifier', 'LFR')"
8,0.6445344129554655,0.6097087378640776,0.5688405797101449,0.5885660731021556,0.637275341099582,0.7000087529441722,0.00034941043369374203,0.000527984196105534,0.6297116227708196,0.026407243568724762,0.027391377519339344,1.068639569548462,0.06863956954846206,0.08226212724465753,0.06880306667144342,0.006729530286607055,0.07553259695805048,MetricOptimizer,"('DecisionTreeClassifier', 'MetricOptimizer')"
9,0.6566801619433198,0.6338912133891214,0.5489130434782609,0.5883495145631068,0.6463452479470367,0.7068904237485943,0.01149593595920348,0.017528766584515843,0.6039536313558393,0.14996524689727544,0.15366446723190397,1.5365660904982876,0.5365660904982876,0.21602340131632403,0.05160677820370435,0.1338150897600142,0.1338150897600142,Reweighing,"('DecisionTreeClassifier', 'Reweighing')"
0,0.6639676113360324,0.6514161220043573,0.5397111913357401,0.5903257650542942,0.6523812931715411,0.7136312070272534,0.024500114146201374,0.0381220122737867,0.5984874179270958,0.21606267094454706,0.22416335756982342,2.0243744130807046,1.0243744130807046,0.29760543541304174,0.12343849645496491,0.21052196593400332,0.21052196593400332,OriginalData,"('LogisticRegression', 'OriginalData')"
1,0.6647773279352227,0.6464435146443515,0.5577617328519856,0.5988372093023255,0.6547986344142454,0.7146861432274686,0.026567701050190046,0.04109698215712695,0.5718847055115419,0.2252374595331603,0.235532145080476,2.0400464383890684,1.0400464383890684,0.3131162482392907,0.13126008177964513,0.22218816500946792,0.22218816500946792,DisparateImpactRemover,"('LogisticRegression', 'DisparateImpactRemover')"
2,0.551417004048583,0.0,0.0,0.0,0.5,0.5,2.7755575615628914e-16,8.874409103033164e-16,0.8298076107626923,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,LFR,"('LogisticRegression', 'LFR')"
3,0.6615384615384615,0.6452991452991453,0.5451263537906137,0.5909980430528375,0.6506835880553656,0.7128545831411652,0.003726025987437709,0.005780970671630466,0.6214434399819748,0.08573731101525592,0.08929726266673921,1.280750593824228,0.28075059382422807,0.13976302924848782,0.0030479798927111057,0.07140550457059947,0.07140550457059947,MetricOptimizer,"('LogisticRegression', 'MetricOptimizer')"
4,0.6639676113360324,0.6514161220043573,0.5397111913357401,0.5903257650542942,0.6523812931715411,0.7136312070272534,0.024500114146201374,0.0381220122737867,0.6019146910273036,0.21606267094454706,0.22416335756982342,2.0243744130807046,1.0243744130807046,0.29760543541304174,0.12343849645496491,0.21052196593400332,0.21052196593400332,Reweighing,"('LogisticRegression', 'Reweighing')"
5,0.6704453441295547,0.6705336426914154,0.5216606498194946,0.5868020304568529,0.6565718814442554,0.7082544781776641,0.028215978757803906,0.04435298749299069,0.2294224629849204,0.2303226482428437,0.23569533341794954,2.251733324773705,1.251733324773705,0.32799734857900403,0.12056870615598156,0.22428302736749278,0.22428302736749278,OriginalData,"('DecisionTreeClassifier', 'OriginalData')"
6,0.6720647773279352,0.671264367816092,0.5270758122743683,0.5904954499494439,0.6585452482810902,0.7102318209047005,0.029251369264455485,0.045908496112102126,0.5874558459803627,0.23446613485479406,0.24044592724217753,2.2769628298131863,1.2769628298131863,0.33540475598641145,0.12285703567543235,0.2291308958309219,0.2291308958309219,DisparateImpactRemover,"('DecisionTreeClassifier', 'DisparateImpactRemover')"
7,0.551417004048583,0.0,0.0,0.0,0.5,0.5,2.7755575615628914e-16,8.874409103033164e-16,0.830689812664525,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,LFR,"('DecisionTreeClassifier', 'LFR')"
8,0.6647773279352227,0.6643192488262911,0.5108303249097473,0.5775510204081633,0.6504225045987797,0.7079655634896654,0.009732589269516922,0.015329605872196827,0.6303581773221029,0.13736442330356893,0.14018482590221998,1.5621697610160454,0.5621697610160454,0.2030159913828818,0.04621675357317026,0.12461637247802602,0.12461637247802602,MetricOptimizer,"('DecisionTreeClassifier', 'MetricOptimizer')"
9,0.6704453441295547,0.6705336426914154,0.5216606498194946,0.5868020304568529,0.6565718814442554,0.7082544781776641,0.028215978757803906,0.04435298749299069,0.3918265583182247,0.2303226482428437,0.23569533341794954,2.251733324773705,1.251733324773705,0.32799734857900403,0.12056870615598156,0.22428302736749278,0.22428302736749278,Reweighing,"('DecisionTreeClassifier', 'Reweighing')"
0,0.6574898785425102,0.6372549019607843,0.5772646536412078,0.6057781919850885,0.6509835172967944,0.7184500021145226,0.017119615305777075,0.026067353952084954,0.576375918244431,0.18268089760378586,0.19099778270509982,1.6693084693084694,0.6693084693084694,0.22299590216416953,0.10712279519155152,0.16505934867786054,0.16505934867786054,OriginalData,"('LogisticRegression', 'OriginalData')"
1,0.6566801619433198,0.6318785578747628,0.5914742451154529,0.6110091743119266,0.6513918844624884,0.7211486615072316,0.020110966811543507,0.0305187127952544,0.5610007285705154,0.19799832892299188,0.20795269770879526,1.722547508988187,0.722547508988187,0.2334485849660648,0.1288619256263341,0.18115525529619947,0.18115525529619947,DisparateImpactRemover,"('LogisticRegression', 'DisparateImpactRemover')"
2,0.5919028340080972,0.5374841168996188,0.7513321492007105,0.6266666666666667,0.6048327412670219,0.6267048337985284,0.0069953707223008865,0.010840826462794093,0.4078802893185034,0.11898463027616847,0.1214781966001478,1.2184476342371078,0.21844763423710778,0.06490907926751177,0.11796427367711498,0.09143667647231338,0.09143667647231338,LFR,"('LogisticRegression', 'LFR')"
3,0.6518218623481782,0.628131021194605,0.5790408525754884,0.6025878003696857,0.6459192358115537,0.7069443563393385,0.002274474264060994,0.0034567924670353177,0.6014157399439191,0.06722890900446812,0.07046563192904659,1.1888294711824123,0.18882947118241233,0.08123639390446924,0.000617908100213449,0.040927151002341344,0.040927151002341344,MetricOptimizer,"('LogisticRegression', 'MetricOptimizer')"
4,0.6574898785425102,0.6372549019607843,0.5772646536412078,0.6057781919850885,0.6509835172967944,0.7184500021145226,0.017119615305777075,0.026067353952084954,0.5740407212537806,0.18268089760378586,0.19099778270509982,1.6693084693084694,0.6693084693084694,0.22299590216416953,0.10712279519155152,0.16505934867786054,0.16505934867786054,Reweighing,"('LogisticRegression', 'Reweighing')"
5,0.6647773279352227,0.6595289079229122,0.5470692717584369,0.5980582524271845,0.6552310644506469,0.7049752072232089,0.024441906751901776,0.03764000312149863,0.5860480405381995,0.21642039242066594,0.2228529194382853,1.9720180528691167,0.9720180528691167,0.2897778204635677,0.11352657004830921,0.20165219525593847,0.20165219525593847,OriginalData,"('DecisionTreeClassifier', 'OriginalData')"
6,0.6623481781376518,0.6398467432950191,0.5932504440497336,0.6156682027649769,0.6567442696439144,0.7102839803772308,0.037785866854259664,0.05739416961080791,0.5168809463722113,0.2690435042540303,0.28221729490022174,2.20530303030303,1.20530303030303,0.3440261237034192,0.177283451297607,0.2606547875005131,0.2606547875005131,DisparateImpactRemover,"('DecisionTreeClassifier', 'DisparateImpactRemover')"
7,0.6097165991902834,0.550185873605948,0.7886323268206039,0.6481751824817518,0.6242268776960163,0.6242268776960163,0.003390749203588672,0.005294468053317334,0.4103507709218289,0.08278128122045965,0.08365114560236508,1.1399876314162027,0.13998763141620274,0.0529197080291971,0.0526345354454556,0.05277712173732635,0.05277712173732635,LFR,"('DecisionTreeClassifier', 'LFR')"
8,0.6502024291497975,0.6433260393873085,0.522202486678508,0.5764705882352942,0.639821481434492,0.6873255518903831,0.003026335731241725,0.004675495512118218,0.6273833100452699,0.07733782825259115,0.07929046563192904,1.25006993006993,0.25006993006993006,0.11152196183890384,0.002640152791821143,0.05444090452354135,0.05708105731536249,MetricOptimizer,"('DecisionTreeClassifier', 'MetricOptimizer')"
9,0.6647773279352227,0.6595289079229122,0.5470692717584369,0.5980582524271845,0.6552310644506469,0.7049752072232089,0.024441906751901776,0.03764000312149863,0.5860980085920656,0.21642039242066594,0.2228529194382853,1.9720180528691167,0.9720180528691167,0.2897778204635677,0.11352657004830921,0.20165219525593847,0.20165219525593847,Reweighing,"('DecisionTreeClassifier', 'Reweighing')"
0,0.6680161943319838,0.6297029702970297,0.5878003696857671,0.6080305927342257,0.6591739600590218,0.7224054078528929,0.017077099962878095,0.025987123793600436,0.5534822178066406,0.18242550056516832,0.18998570142456178,1.6722570973484494,0.6722570973484494,0.27182392601221367,0.06826735433509898,0.1700456401736563,0.1700456401736563,OriginalData,"('LogisticRegression', 'OriginalData')"
1,0.6696356275303643,0.628131021194605,0.6025878003696857,0.6150943396226414,0.662244908830376,0.7284594118054408,0.018031275509550165,0.027357710127299012,0.5491409846778733,0.18758256011142402,0.19613761937545232,1.6766747868453105,0.6766747868453105,0.2727770129549225,0.07643922497909117,0.17460811896700684,0.17460811896700684,DisparateImpactRemover,"('LogisticRegression', 'DisparateImpactRemover')"
2,0.5619433198380567,0.0,0.0,0.0,0.5,0.5,2.7755575615628914e-16,8.703321079531913e-16,0.8287735377308448,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,LFR,"('LogisticRegression', 'LFR')"
3,0.6672064777327935,0.6231060606060606,0.6081330868761553,0.6155285313376989,0.6606947855130056,0.7124867493754228,0.0021815677640937836,0.0033043489873385325,0.5904075305392911,0.06586680735550456,0.06902740266082957,1.1808692702631864,0.18086927026318644,0.10842246461223481,0.030265542235851706,0.039078461188191554,0.06934400342404326,MetricOptimizer,"('LogisticRegression', 'MetricOptimizer')"
4,0.6680161943319838,0.6297029702970297,0.5878003696857671,0.6080305927342257,0.6591739600590218,0.7224054078528929,0.017077099962878095,0.025987123793600436,0.5531728415644966,0.18242550056516832,0.18998570142456178,1.6722570973484494,0.6722570973484494,0.27182392601221367,0.06826735433509898,0.1700456401736563,0.1700456401736563,Reweighing,"('LogisticRegression', 'Reweighing')"
5,0.668825910931174,0.65,0.5286506469500925,0.5830784913353722,0.653374314829513,0.707412892125267,0.025496981525883172,0.03955900780595947,0.6019887602541463,0.22026532107166832,0.22345201739365803,2.075687618615982,1.0756876186159818,0.29665713579723957,0.1109910788960134,0.20382410734662648,0.20382410734662648,OriginalData,"('DecisionTreeClassifier', 'OriginalData')"
6,0.668825910931174,0.6398305084745762,0.5582255083179297,0.596248766041461,0.6566343679918178,0.7124321488118385,0.036250338117279374,0.055643910449396095,0.550181000309636,0.26200690601186444,0.269695846352098,2.32921524273534,1.3292152427353399,0.3463059056090932,0.15495190967382214,0.2506289076414577,0.2506289076414577,DisparateImpactRemover,"('DecisionTreeClassifier', 'DisparateImpactRemover')"
7,0.5619433198380567,0.0,0.0,0.0,0.5,0.5,2.7755575615628914e-16,8.703321079531913e-16,0.8275808832015258,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,LFR,"('DecisionTreeClassifier', 'LFR')"
8,0.6591093117408907,0.6265822784810127,0.5489833641404805,0.5852216748768474,0.6469700682373872,0.7005305576715124,0.00029661081026921554,0.00045502497470882195,0.6519525738759434,0.024321054695669652,0.025054870047720723,1.0682415539457657,0.0682415539457657,0.037770482544389195,0.05216754948424865,0.007198533469929727,0.04496901601431892,MetricOptimizer,"('DecisionTreeClassifier', 'MetricOptimizer')"
9,0.668825910931174,0.65,0.5286506469500925,0.5830784913353722,0.653374314829513,0.707412892125267,0.025496981525883172,0.03955900780595947,0.6020654006315933,0.22026532107166832,0.22345201739365803,2.075687618615982,1.0756876186159818,0.29665713579723957,0.1109910788960134,0.20382410734662648,0.20382410734662648,Reweighing,"('DecisionTreeClassifier', 'Reweighing')"
0,0.665587044534413,0.6707818930041153,0.5630397236614854,0.612206572769953,0.6595686423185476,0.7265878406841062,0.028737712027553708,0.04363734802509995,0.6153100227671624,0.23509314589713406,0.2409530075838903,2.0181445712613404,1.0181445712613404,0.3155586987270156,0.13093749999999998,0.22324809936350778,0.22324809936350778,OriginalData,"('LogisticRegression', 'OriginalData')"
1,0.6720647773279352,0.6775510204081633,0.5734024179620034,0.6211412535079514,0.6662743797127091,0.72827283162728,0.036459242437358486,0.05530435800550654,0.6010780278725035,0.26391303958098644,0.27087589892763564,2.228921183555905,1.2289211835559049,0.32222065063649225,0.1771875,0.24970407531824612,0.24970407531824612,DisparateImpactRemover,"('LogisticRegression', 'DisparateImpactRemover')"
2,0.617004048582996,0.5763688760806917,0.690846286701209,0.6284367635506677,0.621337777496946,0.6358629259867729,0.0012886058814520207,0.0019344496479584518,0.5409223667275744,0.050682137338158656,0.052755364707783636,0.9115269953733278,0.08847300462667218,0.09091937765205094,0.06578125000000001,0.07835031382602548,0.07835031382602548,LFR,"('LogisticRegression', 'LFR')"
3,0.6647773279352227,0.6640159045725647,0.5768566493955095,0.6173752310536045,0.6596173490879986,0.7230572580984878,0.0020675478878530718,0.0031263154374531993,0.6412988226993868,0.06410491940656214,0.06607911717514514,1.1814019076591564,0.18140190765915643,0.0896746817538897,0.0067187499999999956,0.041477965876944856,0.04819671587694485,MetricOptimizer,"('LogisticRegression', 'MetricOptimizer')"
4,0.665587044534413,0.6707818930041153,0.5630397236614854,0.612206572769953,0.6595686423185476,0.7265878406841062,0.028737712027553708,0.04363734802509995,0.6099382941549003,0.23509314589713406,0.2409530075838903,2.0181445712613404,1.0181445712613404,0.3155586987270156,0.13093749999999998,0.22324809936350778,0.22324809936350778,Reweighing,"('LogisticRegression', 'Reweighing')"
5,0.6623481781376518,0.6776315789473685,0.533678756476684,0.5971014492753624,0.6547966953115127,0.7078475820379967,0.020984161065030926,0.03215069463820194,0.6335486957054248,0.201130387690954,0.2036395747480694,1.8604770266315482,0.8604770266315482,0.26528995756718526,0.10484375000000001,0.18506685378359264,0.18506685378359264,OriginalData,"('DecisionTreeClassifier', 'OriginalData')"
6,0.6558704453441295,0.6652360515021459,0.5354058721934369,0.5933014354066986,0.6488004970723282,0.7085979295673785,0.022653542941313692,0.03459721693450131,0.6209484789720884,0.20897622977364752,0.2125134189839665,1.8892551804086366,0.8892551804086366,0.2595756718528996,0.12734374999999998,0.19345971092644978,0.19345971092644978,DisparateImpactRemover,"('DecisionTreeClassifier', 'DisparateImpactRemover')"
7,0.4834008097165992,0.4444444444444444,0.4075993091537133,0.4252252252252252,0.4789520936012469,0.4789520936012469,4.2496571243888503e-05,6.389878931132061e-05,0.6394101703695676,0.009221615345272468,0.009577980168761768,0.9780419709960834,0.021958029003916635,0.05183875530410181,0.05046875000000001,0.0006850026520509034,0.05115375265205091,LFR,"('DecisionTreeClassifier', 'LFR')"
8,0.6720647773279352,0.6790123456790124,0.5699481865284974,0.6197183098591549,0.6660716542398585,0.710972713677914,0.007788361117042536,0.011826391199260414,0.6469078690807764,0.12381977800101042,0.12690607288384065,1.408182965768174,0.4081829657681739,0.12072135785007071,0.07609375000000002,0.09840755392503536,0.09840755392503536,MetricOptimizer,"('DecisionTreeClassifier', 'MetricOptimizer')"
9,0.6623481781376518,0.6776315789473685,0.533678756476684,0.5971014492753624,0.6547966953115127,0.7078475820379967,0.020984161065030926,0.03215069463820194,0.6335279033094326,0.201130387690954,0.2036395747480694,1.8604770266315482,0.8604770266315482,0.26528995756718526,0.10484375000000001,0.18506685378359264,0.18506685378359264,Reweighing,"('DecisionTreeClassifier', 'Reweighing')"
